,Unnamed: 0,timestamp_posix,temporaryId,latitude,longitude,speed,heading,length,width,position_on_map,x,y,speed_x,speed_y,accel_x,accel_y,ang_speed,radius,steering_angle,steering_angle_rate,sub_group
18,18,1623248324.507324,1768009833,33.8573077,-112.1136323,20.0,29.0,4.97,184,inbound,396984.3508522009,3746892.522721839,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
19,19,1623248324.608074,1768009833,33.8573225,-112.1136223,20.0,29.0,4.97,184,inbound,396985.29371127445,3746894.153778289,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
20,20,1623248324.807035,1768009833,33.8573546,-112.1136011,20.0,29.0,4.97,184,inbound,396987.29344088025,3746897.691897877,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
21,21,1623248325.007606,1768009833,33.857386,-112.1135804,19.0,29.0,4.97,184,inbound,396989.246074197,3746901.152900361,-14.213093064091003,-12.609043800046384,0.7480575296890013,0.6636338842129685,0.0,inf,0.0,0.0,0
22,22,1623248325.108102,1768009833,33.8574013,-112.1135698,20.0,29.0,4.97,184,inbound,396990.2450371532,3746902.8387979134,-14.961150593780006,-13.272677684259351,-0.7480575296890013,-0.6636338842129685,0.0,inf,0.0,0.0,0
23,23,1623248325.206959,1768009833,33.8574174,-112.113559,20.0,29.0,4.97,184,inbound,396991.2634621048,3746904.613201968,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
24,24,1623248325.307084,1768009833,33.8574336,-112.1135482,20.0,29.0,4.97,184,inbound,396992.2820067615,3746906.398694471,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
25,25,1623248325.407127,1768009833,33.8574495,-112.1135375,20.0,29.0,4.97,184,inbound,396993.2909399731,3746908.151022222,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
26,26,1623248325.607364,1768009833,33.8574809,-112.1135165,20.0,29.0,4.97,184,inbound,396995.271321629,3746911.611725357,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
27,27,1623248325.706462,1768009833,33.857496,-112.1135064,20.0,29.0,4.97,184,inbound,396996.22378811886,3746913.2759477017,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
28,28,1623248325.916726,1768009833,33.8575272,-112.1134855,20.0,29.0,4.97,184,inbound,396998.1946767253,3746916.7145749046,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
29,29,1623248326.007232,1768009833,33.8575434,-112.1134746,20.0,29.0,4.97,184,inbound,396999.2224697028,3746918.499967946,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
30,30,1623248326.108999,1768009833,33.8575592,-112.1134636,20.0,29.0,4.97,184,inbound,397000.25903286994,3746920.240907542,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
31,31,1623248326.209055,1768009833,33.8575742,-112.1134534,20.0,29.0,4.97,184,inbound,397001.22062844,3746921.89394185,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
32,32,1623248326.307741,1768009833,33.8575906,-112.1134426,20.0,29.0,4.97,184,inbound,397002.23940962943,3746923.7016120665,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
33,33,1623248326.406754,1768009833,33.8576072,-112.1134313,20.0,29.0,4.97,184,inbound,397003.30468472966,3746925.530958232,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
34,34,1623248326.506791,1768009833,33.8576223,-112.1134211,20.0,29.0,4.97,184,inbound,397004.2663993348,3746927.195081182,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
35,35,1623248326.608363,1768009833,33.8576377,-112.1134106,20.0,29.0,4.97,184,inbound,397005.25622628885,3746928.8921687575,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
36,36,1623248326.706023,1768009833,33.8576533,-112.1134004,20.0,29.0,4.97,184,inbound,397006.2185405447,3746930.6117336224,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
37,37,1623248326.80718,1768009833,33.8576693,-112.1133895,20.0,29.0,4.97,184,inbound,397007.24609048426,3746932.3749508015,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
38,38,1623248326.907115,1768009833,33.8576842,-112.1133794,20.0,29.0,4.97,184,inbound,397008.1983128055,3746934.016997608,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
39,39,1623248327.007782,1768009833,33.8576988,-112.1133697,20.0,29.0,4.97,184,inbound,397009.1131713416,3746935.6261801226,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
40,40,1623248327.108607,1768009833,33.8577144,-112.1133592,20.0,29.0,4.97,184,inbound,397010.1032367229,3746937.345444873,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
41,41,1623248327.207707,1768009833,33.8577295,-112.1133489,20.0,29.0,4.97,184,inbound,397011.0741998316,3746939.0094683175,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
42,42,1623248327.308422,1768009833,33.8577442,-112.1133389,19.0,29.0,4.97,184,inbound,397012.0169299384,3746940.62943896,-14.213093064091003,-12.609043800046384,0.7480575296890013,0.6636338842129685,0.0,inf,0.0,0.0,0
43,43,1623248327.508522,1768009833,33.8577759,-112.1133176,20.0,29.0,4.97,184,inbound,397014.0254110354,3746944.123110389,-14.961150593780006,-13.272677684259351,-0.7480575296890013,-0.6636338842129685,0.0,inf,0.0,0.0,0
44,44,1623248327.809497,1768009833,33.8578226,-112.1132865,19.0,29.0,4.97,184,inbound,397016.958477699,3746949.270218687,-14.213093064091003,-12.609043800046384,0.7480575296890013,0.6636338842129685,0.0,inf,0.0,0.0,0
45,45,1623248327.906676,1768009833,33.8578373,-112.1132766,19.0,29.0,4.97,184,inbound,397017.8919550388,3746950.890290042,-14.213093064091003,-12.609043800046384,0.0,0.0,0.0,inf,0.0,0.0,0
46,46,1623248328.207604,1768009833,33.8578838,-112.1132454,20.0,29.0,4.97,184,inbound,397020.83402835694,3746956.0151226376,-14.961150593780006,-13.272677684259351,-0.7480575296890013,-0.6636338842129685,0.0,inf,0.0,0.0,0
47,47,1623248328.307618,1768009833,33.8578994,-112.1132349,20.0,29.0,4.97,184,inbound,397021.8240896282,3746957.7343885577,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
48,48,1623248328.406762,1768009833,33.8579143,-112.1132249,20.0,29.0,4.97,184,inbound,397022.7670562461,3746959.37653691,-14.961150593780006,-13.272677684259351,0.0,0.0,0.0,inf,0.0,0.0,0
