,id,lat,long,angle,speed,heading,timestamp,width,length
152,8777778,27.9560088,-82.4456201,190.5,0.08,180.22500000000002,1616113047.7,210,460
153,8777778,27.9560089,-82.4456201,190.5,0.1,180.22500000000002,1616113047.8,210,460
154,8777778,27.956009,-82.44562,190.5,0.12,180.22500000000002,1616113047.9,210,460
155,8664210,27.9560081,-82.4456203,190.5,0.1,180.22500000000002,1616113048.0,210,460
156,8777778,27.9560086,-82.4456205,190.5,0.06,180.22500000000002,1616113048.0,210,460
157,8777778,27.9560087,-82.4456205,190.5,0.06,180.22500000000002,1616113048.1,210,460
158,8777778,27.9560087,-82.4456205,190.5,0.06,180.22500000000002,1616113048.2,210,460
159,8777778,27.9560088,-82.4456204,190.5,0.06,180.22500000000002,1616113048.3,210,460
160,8664210,27.9560089,-82.4456204,190.5,0.06,180.22500000000002,1616113048.4,210,460
161,8777778,27.9560089,-82.4456204,190.5,0.06,180.22500000000002,1616113048.4,210,460
162,8777778,27.9560083,-82.4456204,190.5,0.04,180.22500000000002,1616113048.499,210,460
163,8664210,27.9560082,-82.4456204,190.5,0.04,180.22500000000002,1616113048.549,210,460
164,8777778,27.9560082,-82.4456204,190.5,0.04,180.22500000000002,1616113048.549,210,460
165,8777778,27.9560081,-82.4456204,190.5,0.08,180.22500000000002,1616113048.7,210,460
166,8777778,27.956008,-82.4456204,190.5,0.12,180.22500000000002,1616113048.8,210,460
167,8664210,27.9560079,-82.4456203,190.5,0.14,180.22500000000002,1616113048.9,210,460
168,8777778,27.9560079,-82.4456203,190.5,0.14,180.22500000000002,1616113048.9,210,460
169,8664210,27.9560075,-82.4456202,190.5,0.1,180.22500000000002,1616113049.0,210,460
170,8777778,27.9560081,-82.4456203,190.5,0.1,180.22500000000002,1616113049.0,210,460
171,8664210,27.9560079,-82.4456203,190.5,0.12,180.22500000000002,1616113049.1,210,460
172,8777778,27.9560079,-82.4456203,190.5,0.12,180.22500000000002,1616113049.1,210,460
173,8664210,27.9560078,-82.4456203,190.5,0.14,180.22500000000002,1616113049.2,210,460
174,8777778,27.9560078,-82.4456203,190.5,0.14,180.22500000000002,1616113049.2,210,460
175,8664210,27.9560077,-82.4456203,190.5,0.14,180.22500000000002,1616113049.3,210,460
176,8777778,27.9560077,-82.4456203,190.5,0.14,180.22500000000002,1616113049.3,210,460
177,8664210,27.9560075,-82.4456202,190.5,0.16,180.22500000000002,1616113049.4,210,460
178,8777778,27.9560075,-82.4456202,190.5,0.16,180.22500000000002,1616113049.4,210,460
179,8664210,27.9560075,-82.4456202,190.5,0.16,180.22500000000002,1616113049.549,210,460
180,8777778,27.9560075,-82.4456202,190.5,0.16,180.22500000000002,1616113049.549,210,460
181,8664210,27.9560074,-82.4456201,190.5,0.18,180.22500000000002,1616113049.65,210,460
182,8777778,27.9560074,-82.4456201,190.5,0.18,180.22500000000002,1616113049.65,210,460
183,8664210,27.9560073,-82.4456201,190.5,0.18,180.22500000000002,1616113049.7,210,460
184,8777778,27.9560073,-82.4456201,190.5,0.18,180.22500000000002,1616113049.7,210,460
185,8664210,27.9560071,-82.4456201,190.5,0.2,180.22500000000002,1616113049.8,210,460
186,8777778,27.9560071,-82.4456201,190.5,0.2,180.22500000000002,1616113049.8,210,460
187,8664210,27.9560068,-82.4456201,190.5,0.24,180.22500000000002,1616113049.95,210,460
188,8777778,27.9560068,-82.4456201,190.5,0.24,180.22500000000002,1616113049.95,210,460
189,8777778,27.9560075,-82.4456202,190.5,0.1,180.22500000000002,1616113050.0,210,460
190,8664210,27.9560073,-82.4456202,190.5,0.1,180.22500000000002,1616113050.15,210,460
191,8777778,27.9560073,-82.4456202,190.5,0.1,180.22500000000002,1616113050.15,210,460
192,8664210,27.9560073,-82.4456202,190.5,0.1,180.22500000000002,1616113050.2,210,460
193,8777778,27.9560073,-82.4456202,190.5,0.1,180.22500000000002,1616113050.2,210,460
194,8664210,27.9560072,-82.4456202,190.5,0.1,180.22500000000002,1616113050.3,210,460
195,8777778,27.9560072,-82.4456202,190.5,0.1,180.22500000000002,1616113050.3,210,460
196,8664210,27.9560071,-82.4456202,190.5,0.12,180.22500000000002,1616113050.4,210,460
197,8777778,27.9560071,-82.4456202,190.5,0.12,180.22500000000002,1616113050.4,210,460
198,8664210,27.9560065,-82.4456204,190.5,0.16,180.22500000000002,1616113050.549,210,460
199,8777778,27.9560065,-82.4456204,190.5,0.16,180.22500000000002,1616113050.549,210,460
200,8664210,27.9560064,-82.4456204,190.5,0.18,180.22500000000002,1616113050.599,210,460
201,8777778,27.9560064,-82.4456204,190.5,0.18,180.22500000000002,1616113050.599,210,460
202,8664210,27.9560062,-82.4456204,190.5,0.22,180.22500000000002,1616113050.7,210,460
203,8777778,27.9560062,-82.4456204,190.5,0.22,180.22500000000002,1616113050.7,210,460
204,8664210,27.9560058,-82.4456204,190.5,0.3,180.22500000000002,1616113050.85,210,460
205,8777778,27.9560058,-82.4456204,190.5,0.3,180.22500000000002,1616113050.85,210,460
206,8664210,27.9560055,-82.4456204,190.5,0.38,180.22500000000002,1616113050.95,210,460
207,8777778,27.9560055,-82.4456204,190.5,0.38,180.22500000000002,1616113050.95,210,460
208,8664210,27.9559863,-82.4456227,190.5,2.94,186.47500000000002,1616113051.0,210,460
209,8777778,27.9560034,-82.4456205,190.5,0.76,180.22500000000002,1616113051.0,210,460
210,8777778,27.9560026,-82.4456205,190.5,0.9,180.22500000000002,1616113051.1,210,460
211,8777778,27.9560017,-82.4456205,190.5,1.1,180.22500000000002,1616113051.2,210,460
212,8777778,27.9560006,-82.4456206,190.5,1.32,180.22500000000002,1616113051.3,210,460
213,8777778,27.9559992,-82.4456206,190.5,1.58,181.78750000000002,1616113051.4,210,460
214,8777778,27.9559968,-82.4456207,190.5,1.92,182.53750000000002,1616113051.499,210,460
215,8777778,27.9559948,-82.4456207,190.5,2.16,183.07500000000002,1616113051.6,210,460
216,8664210,27.9559928,-82.4456208,190.5,2.36,183.70000000000002,1616113051.7,210,460
217,8777778,27.9559928,-82.4456208,190.5,2.36,183.70000000000002,1616113051.7,210,460
218,8777778,27.9559905,-82.445621,190.5,2.48,184.3625,1616113051.8,210,460
219,8777778,27.9559882,-82.4456212,190.5,2.6,185.0625,1616113051.9,210,460
220,8777778,27.9559863,-82.4456227,190.5,2.94,186.47500000000002,1616113052.0,210,460
221,8664210,27.9559835,-82.4456232,190.5,3.14,187.3375,1616113052.1,210,460
222,8777778,27.9559835,-82.4456232,190.5,3.14,187.3375,1616113052.1,210,460
223,8777778,27.9559806,-82.4456237,190.5,3.34,188.2375,1616113052.2,210,460
224,8777778,27.9559775,-82.4456243,190.5,3.54,189.2125,1616113052.3,210,460
225,8664210,27.9559742,-82.445625,190.5,3.7600000000000002,190.25,1616113052.4,210,460
226,8777778,27.9559742,-82.445625,190.5,3.7600000000000002,190.25,1616113052.4,210,460
227,8664210,27.9559724,-82.4456269,190.5,3.84,191.8,1616113052.499,210,460
228,8777778,27.9559724,-82.4456269,190.5,3.84,191.8,1616113052.499,210,460
229,8664210,27.9559689,-82.4456278,190.5,4.0600000000000005,192.9375,1616113052.6,210,460
230,8777778,27.9559689,-82.4456278,190.5,4.0600000000000005,192.9375,1616113052.6,210,460
231,8664210,27.9559652,-82.445629,190.5,4.28,194.175,1616113052.7,210,460
232,8777778,27.9559652,-82.445629,190.5,4.28,194.175,1616113052.7,210,460
233,8664210,27.9559614,-82.4456303,190.5,4.48,195.4875,1616113052.8,210,460
234,8777778,27.9559614,-82.4456303,190.5,4.48,195.4875,1616113052.8,210,460
235,8664210,27.9559574,-82.4456318,190.5,4.68,196.875,1616113052.9,210,460
236,8777778,27.9559574,-82.4456318,190.5,4.68,196.875,1616113052.9,210,460
237,8777778,27.9559556,-82.4456343,190.5,4.5600000000000005,198.91250000000002,1616113053.0,210,460
238,8777778,27.9559517,-82.4456361,190.5,4.7,200.45000000000002,1616113053.1,210,460
239,8664210,27.9559477,-82.4456381,190.5,4.84,202.0,1616113053.2,210,460
240,8777778,27.9559477,-82.4456381,190.5,4.84,202.0,1616113053.2,210,460
241,8777778,27.9559438,-82.4456402,190.5,4.9,203.6125,1616113053.3,210,460
242,8664210,27.9559398,-82.4456425,190.5,4.96,205.26250000000002,1616113053.4,210,460
